sample_index,label,nearest_neighbor_index,nearest_neighbor_label,nearest_neighbor_distance,same_label
1650,38,155,5,0.041152,False
1651,18,507,98,0.102637835,False
1652,80,62,40,0.06740404,False
1653,67,1651,18,0.11312065,False
1654,92,709,66,0.06610037,False
1655,83,1974,10,0.045323443,False
1656,54,200,78,0.012732817,False
1657,43,1169,53,0.054974485,False
1658,56,651,33,0.016507952,False
1659,30,1451,8,0.022354538,False
1660,84,429,78,0.026668383,False
1661,19,580,2,0.045698013,False
1662,14,1679,33,0.12395229,False
1663,87,1824,47,0.030954875,False
1664,100,780,2,0.05435296,False
1665,36,18,57,0.026569858,False
1666,26,35,69,0.037825253,False
1667,20,1746,18,0.029560177,False
1668,61,1012,33,0.04734566,False
1669,3,1490,100,0.031715736,False
1670,23,1146,66,0.050590746,False
1671,75,220,9,0.039443634,False
1672,61,1081,48,0.038688395,False
1673,33,1869,51,0.040612556,False
1674,95,465,10,0.037591316,False
1675,18,1429,70,0.050985076,False
1676,0,1632,75,0.04109112,False
1677,6,91,82,0.06790095,False
1678,44,256,29,0.035851285,False
1679,33,1457,11,0.07110153,False
1680,99,278,67,0.033857297,False
1681,25,1150,25,0.06037929,True
1682,41,1050,63,0.058031563,False
1683,71,1987,40,0.02913366,False
1684,36,1792,1,0.061204843,False
1685,56,1021,100,0.0008457279,False
1686,36,1971,94,0.03435016,False
1687,77,354,65,0.03256876,False
1688,100,961,11,0.046779536,False
1689,17,699,73,0.025357738,False
1690,33,1944,89,0.042213038,False
1691,56,892,37,0.04458759,False
1692,23,692,52,0.043489937,False
1693,21,972,92,0.04711345,False
1694,45,641,100,0.03599398,False
1695,21,1926,20,0.013597559,False
1696,72,932,50,0.06458154,False
1697,16,1854,41,0.032780368,False
1698,54,1704,63,0.042922948,False
1699,26,1292,11,0.04541803,False
1700,21,1781,54,0.01632642,False
1701,17,1063,12,0.03864986,False
1702,88,1297,26,0.03868069,False
1703,15,1430,43,0.023068383,False
1704,63,784,56,0.042776894,False
1705,4,1444,30,0.025071708,False
1706,39,208,69,0.043593973,False
1707,29,440,95,0.04914691,False
1708,86,442,94,0.13580672,False
1709,19,1010,49,0.03127669,False
1710,67,1487,92,0.041678745,False
1711,33,475,89,0.030561492,False
1712,53,832,61,0.045475736,False
1713,34,942,46,0.10623456,False
1714,84,1224,33,0.05583299,False
1715,36,7,39,0.029801162,False
1716,79,628,3,0.024064885,False
1717,14,822,11,0.053630978,False
1718,74,1063,12,0.057057917,False
1719,87,1277,74,0.085488275,False
1720,15,878,27,0.04667366,False
1721,46,35,69,0.031051002,False
1722,13,1188,12,0.018904747,False
1723,50,1571,21,0.027629988,False
1724,14,651,33,0.015761731,False
1725,13,947,35,0.016590789,False
1726,51,165,20,0.025791235,False
1727,81,1968,64,0.02920722,False
1728,21,1632,75,0.04073565,False
1729,81,1338,12,0.068676025,False
1730,31,1547,17,0.06347187,False
1731,10,1029,41,0.041792996,False
1732,57,1232,36,0.06715953,False
1733,7,580,2,0.04902062,False
1734,22,1725,13,0.01678722,False
1735,40,997,30,0.030889338,False
1736,66,462,12,0.03326052,False
1737,37,1199,44,0.06339575,False
1738,80,1860,96,0.33178952,False
1739,80,379,18,0.17482787,False
1740,65,1299,30,0.05283149,False
1741,57,1927,11,0.017383773,False
1742,72,1332,100,0.030385457,False
1743,42,1310,49,0.024796804,False
1744,5,1423,2,0.062320452,False
1745,44,1022,69,0.05109485,False
1746,18,1667,20,0.029560177,False
1747,94,884,17,0.03381678,False
1748,52,1013,70,0.026085371,False
1749,62,708,71,0.031666838,False
1750,54,903,86,0.026035054,False
1751,24,1590,77,0.014962454,False
1752,55,1374,99,0.012342993,False
1753,1,350,47,0.019192621,False
1754,50,1370,12,0.039275542,False
1755,90,1934,87,0.091698125,False
1756,1,714,9,0.07318601,False
1757,45,785,38,0.026970634,False
1758,64,1450,37,0.035232462,False
1759,91,1572,15,0.01699892,False
1760,96,1483,5,0.017740138,False
1761,87,821,80,0.033531807,False
1762,19,1750,54,0.03897084,False
1763,27,1831,21,0.09155697,False
1764,99,83,70,0.056960683,False
1765,99,1117,24,0.03075009,False
1766,20,1477,22,0.048278153,False
1767,88,1777,79,0.0293416,False
1768,100,999,6,0.04307958,False
1769,39,228,40,0.08531588,False
1770,36,1547,17,0.16599013,False
1771,65,1835,83,0.02610593,False
1772,51,923,22,0.025908832,False
1773,39,972,92,0.04949255,False
1774,57,1190,75,0.05813726,False
1775,96,669,85,0.031565033,False
1776,77,1475,15,0.03177957,False
1777,79,1864,98,0.026131032,False
1778,61,713,43,0.023063214,False
1779,31,1989,9,0.032041073,False
1780,23,423,0,0.015889784,False
1781,54,870,15,0.015901035,False
1782,78,330,52,0.035278108,False
1783,81,1340,75,0.014802252,False
1784,8,689,77,0.01690751,False
1785,50,1845,66,0.021850245,False
1786,62,599,26,0.031074028,False
1787,97,1192,97,0.013305104,True
1788,54,900,95,0.57082146,False
1789,44,315,90,0.06135949,False
1790,62,1988,15,0.055131473,False
1791,14,154,38,0.068196125,False
1792,1,1684,36,0.061204843,False
1793,47,1859,86,0.040580254,False
1794,9,1819,39,0.022196665,False
1795,65,436,2,0.041763034,False
1796,21,1864,98,0.07647722,False
1797,45,1357,70,0.020862242,False
1798,21,988,45,0.044505972,False
1799,14,1198,19,0.06115223,False
1800,19,244,9,0.035428163,False
1801,45,1025,21,0.012260624,False
1802,91,105,11,0.04089046,False
1803,41,316,74,0.03643344,False
1804,44,546,90,0.06385013,False
1805,50,593,44,0.07383952,False
1806,36,213,16,0.013487526,False
1807,96,1206,25,0.01122516,False
1808,25,761,11,0.037125435,False
1809,29,358,29,0.03493003,True
1810,64,1414,66,0.040045016,False
1811,23,620,35,0.04182721,False
1812,53,811,78,0.025837416,False
1813,44,1196,93,0.04805541,False
1814,40,691,63,0.04756922,False
1815,44,870,15,0.012969361,False
1816,28,217,93,0.03897084,False
1817,35,584,50,0.028810663,False
1818,90,168,11,0.060600013,False
1819,39,1794,9,0.022196665,False
1820,70,410,76,0.03133381,False
1821,0,1851,48,0.08610865,False
1822,93,930,2,0.035778057,False
1823,88,1221,73,0.12642808,False
1824,47,1663,87,0.030954875,False
1825,50,1031,33,0.03527473,False
1826,40,530,30,0.028845811,False
1827,71,410,76,0.035338882,False
1828,52,1027,91,0.035124023,False
1829,12,1306,17,0.07881168,False
1830,62,1280,78,0.043151468,False
1831,21,1904,27,0.088289835,False
1832,21,982,95,0.057989437,False
1833,43,1281,43,0.07378461,True
1834,49,1811,23,0.059894618,False
1835,83,330,52,0.024020262,False
1836,66,492,63,0.03313484,False
1837,39,1678,44,0.038917273,False
1838,40,327,49,0.053061143,False
1839,89,691,63,0.04905708,False
1840,39,1393,41,0.038017016,False
1841,28,1303,80,0.061410952,False
1842,63,45,1,0.04360081,False
1843,82,778,88,0.010641843,False
1844,77,1015,22,0.16313928,False
1845,66,1785,50,0.021850245,False
1846,0,1157,64,0.038067155,False
1847,82,1524,81,0.032689326,False
1848,79,1876,42,0.04643552,False
1849,58,973,47,0.016271565,False
1850,21,82,35,0.039647114,False
1851,48,380,76,0.05983388,False
1852,19,765,25,0.042874318,False
1853,83,695,13,0.045529444,False
1854,41,1121,67,0.028332938,False
1855,26,1601,23,0.06510091,False
1856,4,1292,11,0.048109952,False
1857,61,656,31,0.14705536,False
1858,7,1874,74,0.039894402,False
1859,86,196,63,0.032550454,False
1860,96,797,66,0.21912462,False
1861,53,296,92,0.03721203,False
1862,7,525,49,0.055999283,False
1863,18,789,52,0.10150967,False
1864,98,1777,79,0.026131032,False
1865,28,1167,25,0.07001262,False
1866,48,996,12,0.060588207,False
1867,29,1889,49,0.057956535,False
1868,3,377,44,0.11470453,False
1869,51,582,95,0.040184688,False
1870,5,1570,46,0.039290715,False
1871,71,1248,66,0.08054421,False
1872,69,771,27,0.046443224,False
1873,51,645,76,0.058626294,False
1874,74,1858,7,0.039894402,False
1875,24,1853,83,0.05117411,False
1876,42,1848,79,0.04643552,False
1877,4,941,59,0.01661233,False
1878,17,452,34,0.071911745,False
1879,44,1433,73,0.050303634,False
1880,51,674,77,0.034018874,False
1881,80,556,58,0.07757374,False
1882,66,54,72,0.051719796,False
1883,72,1258,92,0.07760908,False
1884,51,143,2,0.039686184,False
1885,51,1441,37,0.057022385,False
1886,19,463,18,0.027190734,False
1887,1,290,24,0.034298066,False
1888,80,949,72,0.034447197,False
1889,49,1867,29,0.057956535,False
1890,77,1238,94,0.1503831,False
1891,45,755,47,0.03641544,False
1892,23,846,37,0.112938724,False
1893,50,246,12,0.03997649,False
1894,17,1926,20,0.011378106,False
1895,48,1267,91,0.053869396,False
1896,76,575,53,0.032418344,False
1897,20,8,23,0.07348268,False
1898,1,707,8,0.03653473,False
1899,13,1119,17,0.032784004,False
1900,82,1068,82,0.03471951,True
1901,37,357,77,0.030561492,False
1902,58,1324,91,0.050098225,False
1903,81,80,38,0.11869454,False
1904,27,610,53,0.043268718,False
1905,91,795,33,0.036854725,False
1906,27,1610,69,0.014016309,False
1907,22,1468,59,0.04851462,False
1908,60,1927,11,0.028053872,False
1909,67,1967,16,0.07044631,False
1910,4,1112,17,0.038706876,False
1911,55,738,20,0.0738597,False
1912,24,421,44,0.046550903,False
1913,77,1065,55,0.045679748,False
1914,48,1381,20,0.024710119,False
1915,21,795,33,0.05333006,False
1916,81,178,41,0.045604005,False
1917,78,969,18,0.08184503,False
1918,30,1745,44,0.05587141,False
1919,29,1134,86,0.034381382,False
1920,91,35,69,0.030844925,False
1921,26,1183,99,0.04748143,False
1922,24,528,13,0.044098314,False
1923,95,1290,73,0.030245861,False
1924,30,1383,28,0.052601967,False
1925,9,534,31,0.094916396,False
1926,20,1894,17,0.011378106,False
1927,11,589,29,0.015979558,False
1928,37,1261,80,0.045012012,False
1929,66,982,95,0.042351186,False
1930,98,1932,84,0.040033106,False
1931,91,75,0,0.025846642,False
1932,84,1930,98,0.040033106,False
1933,42,428,26,0.08395598,False
1934,87,26,11,0.028433736,False
1935,62,1109,66,0.03980915,False
1936,71,1125,84,0.047307875,False
1937,6,1113,74,0.045318183,False
1938,13,1056,12,0.040721018,False
1939,70,1588,56,0.043259073,False
1940,65,1411,23,0.04020841,False
1941,83,398,80,0.04551504,False
1942,96,1952,85,0.024847232,False
1943,67,1081,48,0.04170448,False
1944,89,1333,22,0.03761826,False
1945,90,1234,84,0.11390096,False
1946,14,95,32,0.049711253,False
1947,61,971,13,0.05681085,False
1948,53,593,44,0.08044202,False
1949,91,1351,94,0.040606685,False
1950,79,33,31,0.0602884,False
1951,78,295,43,0.018522536,False
1952,85,1942,96,0.024847232,False
1953,68,1735,40,0.07604109,False
1954,30,1809,29,0.04885131,False
1955,16,665,17,0.035619438,False
1956,59,1158,83,0.030895125,False
1957,69,911,61,0.052980203,False
1958,27,137,19,0.13469572,False
1959,0,448,5,0.11112395,False
1960,11,17,13,0.02672197,False
1961,13,833,40,0.0981421,False
1962,20,903,86,0.030954875,False
1963,67,1284,88,0.035934314,False
1964,68,1429,70,0.05069902,False
1965,59,383,25,0.1643663,False
1966,93,982,95,0.056516312,False
1967,16,671,65,0.036043625,False
1968,64,1727,81,0.02920722,False
1969,30,1466,42,0.047721844,False
1970,18,477,100,0.05247036,False
1971,94,1960,11,0.028940706,False
1972,80,637,40,0.06269805,False
1973,16,101,84,0.04047731,False
1974,10,1186,86,0.037777953,False
1975,47,1441,37,0.09658223,False
1976,51,1048,48,0.033512246,False
1977,90,1617,93,0.11937303,False
1978,46,1206,25,0.0105518475,False
1979,15,571,56,0.035764728,False
1980,12,576,35,0.02425731,False
1981,37,201,51,0.6754626,False
1982,10,1513,55,0.040303174,False
1983,87,1276,30,0.03988693,False
1984,64,504,19,0.058639508,False
1985,40,910,76,0.03464733,False
1986,54,481,68,0.061250597,False
1987,40,1683,71,0.02913366,False
1988,15,1346,47,0.05209643,False
1989,9,1779,31,0.032041073,False
